"","full_name","variable.rounded","freq","percentage"
"1","Alabama",-5,2,0.5
"2","Alabama",-4,5,1.1
"3","Alabama",-3,16,3.6
"4","Alabama",-2,35,7.9
"5","Alabama",-1,105,23.6
"6","Alabama",0,128,28.8
"7","Alabama",1,73,16.4
"8","Alabama",2,59,13.3
"9","Alabama",3,14,3.2
"10","Alabama",4,4,0.9
"11","Alabama",5,2,0.5
"12","Alabama",6,1,0.2
"13","Alaska",-9,1,0.2
"14","Alaska",-8,3,0.7
"15","Alaska",-7,3,0.7
"16","Alaska",-6,6,1.4
"17","Alaska",-5,6,1.4
"18","Alaska",-4,12,2.7
"19","Alaska",-3,20,4.5
"20","Alaska",-2,35,7.9
"21","Alaska",-1,84,18.9
"22","Alaska",0,102,23
"23","Alaska",1,78,17.6
"24","Alaska",2,43,9.7
"25","Alaska",3,28,6.3
"26","Alaska",4,13,2.9
"27","Alaska",5,3,0.7
"28","Alaska",6,3,0.7
"29","Alaska",7,3,0.7
"30","Alaska",9,1,0.2
"31","Arizona",-4,3,0.7
"32","Arizona",-3,8,1.8
"33","Arizona",-2,53,11.9
"34","Arizona",-1,92,20.7
"35","Arizona",0,121,27.3
"36","Arizona",1,101,22.7
"37","Arizona",2,50,11.3
"38","Arizona",3,14,3.2
"39","Arizona",4,2,0.5
"40","Arkansas",-6,3,0.7
"41","Arkansas",-5,3,0.7
"42","Arkansas",-4,4,0.9
"43","Arkansas",-3,17,3.8
"44","Arkansas",-2,46,10.4
"45","Arkansas",-1,102,23
"46","Arkansas",0,98,22.1
"47","Arkansas",1,90,20.3
"48","Arkansas",2,53,11.9
"49","Arkansas",3,20,4.5
"50","Arkansas",4,3,0.7
"51","Arkansas",5,4,0.9
"52","Arkansas",6,1,0.2
"53","California",-5,1,0.2
"54","California",-4,1,0.2
"55","California",-3,12,2.7
"56","California",-2,36,8.1
"57","California",-1,107,24.1
"58","California",0,111,25
"59","California",1,113,25.5
"60","California",2,47,10.6
"61","California",3,11,2.5
"62","California",4,5,1.1
"63","Colorado",-6,1,0.2
"64","Colorado",-5,2,0.5
"65","Colorado",-4,5,1.1
"66","Colorado",-3,21,4.7
"67","Colorado",-2,38,8.6
"68","Colorado",-1,89,20
"69","Colorado",0,106,23.9
"70","Colorado",1,97,21.8
"71","Colorado",2,56,12.6
"72","Colorado",3,25,5.6
"73","Colorado",4,3,0.7
"74","Colorado",5,1,0.2
"75","Connecticut",-8,1,0.2
"76","Connecticut",-7,1,0.2
"77","Connecticut",-6,1,0.2
"78","Connecticut",-5,1,0.2
"79","Connecticut",-4,4,0.9
"80","Connecticut",-3,12,2.7
"81","Connecticut",-2,38,8.6
"82","Connecticut",-1,94,21.2
"83","Connecticut",0,123,27.7
"84","Connecticut",1,97,21.8
"85","Connecticut",2,43,9.7
"86","Connecticut",3,20,4.5
"87","Connecticut",4,7,1.6
"88","Connecticut",5,1,0.2
"89","Connecticut",6,1,0.2
"90","Delaware",-7,1,0.2
"91","Delaware",-6,1,0.2
"92","Delaware",-5,1,0.2
"93","Delaware",-4,3,0.7
"94","Delaware",-3,14,3.2
"95","Delaware",-2,40,9
"96","Delaware",-1,78,17.6
"97","Delaware",0,137,30.9
"98","Delaware",1,103,23.2
"99","Delaware",2,43,9.7
"100","Delaware",3,17,3.8
"101","Delaware",4,4,0.9
"102","Delaware",5,1,0.2
"103","Delaware",6,1,0.2
"104","District of Columbia",-7,1,0.2
"105","District of Columbia",-6,2,0.5
"106","District of Columbia",-4,4,0.9
"107","District of Columbia",-3,14,3.2
"108","District of Columbia",-2,51,11.5
"109","District of Columbia",-1,81,18.2
"110","District of Columbia",0,118,26.6
"111","District of Columbia",1,93,20.9
"112","District of Columbia",2,55,12.4
"113","District of Columbia",3,18,4.1
"114","District of Columbia",4,5,1.1
"115","District of Columbia",5,1,0.2
"116","District of Columbia",6,1,0.2
"117","Florida",-5,2,0.5
"118","Florida",-4,2,0.5
"119","Florida",-3,8,1.8
"120","Florida",-2,18,4.1
"121","Florida",-1,93,20.9
"122","Florida",0,187,42.1
"123","Florida",1,92,20.7
"124","Florida",2,28,6.3
"125","Florida",3,13,2.9
"126","Florida",5,1,0.2
"127","Georgia",-4,6,1.4
"128","Georgia",-3,13,2.9
"129","Georgia",-2,39,8.8
"130","Georgia",-1,99,22.3
"131","Georgia",0,131,29.5
"132","Georgia",1,81,18.2
"133","Georgia",2,59,13.3
"134","Georgia",3,11,2.5
"135","Georgia",4,2,0.5
"136","Georgia",5,2,0.5
"137","Georgia",6,1,0.2
"138","Hawaii",-2,3,0.7
"139","Hawaii",-1,69,15.5
"140","Hawaii",0,305,68.7
"141","Hawaii",1,67,15.1
"142","Idaho",-7,1,0.2
"143","Idaho",-5,4,0.9
"144","Idaho",-4,5,1.1
"145","Idaho",-3,18,4.1
"146","Idaho",-2,43,9.7
"147","Idaho",-1,87,19.6
"148","Idaho",0,102,23
"149","Idaho",1,101,22.7
"150","Idaho",2,50,11.3
"151","Idaho",3,26,5.9
"152","Idaho",4,7,1.6
"153","Illinois",-6,7,1.6
"154","Illinois",-5,4,0.9
"155","Illinois",-4,9,2
"156","Illinois",-3,18,4.1
"157","Illinois",-2,42,9.5
"158","Illinois",-1,90,20.3
