"","full_name","variable.rounded","freq","percentage"
"1","Alabama",0,109,90.8
"2","Alabama",1,11,9.2
"3","Alaska",0,94,78.3
"4","Alaska",1,24,20
"5","Alaska",2,2,1.7
"6","Arizona",0,119,99.2
"7","Arizona",1,1,0.8
"8","Arkansas",0,111,92.5
"9","Arkansas",1,9,7.5
"10","California",0,112,93.3
"11","California",1,8,6.7
"12","Colorado",0,113,94.2
"13","Colorado",1,7,5.8
"14","Connecticut",0,110,91.7
"15","Connecticut",1,10,8.3
"16","Delaware",0,109,90.8
"17","Delaware",1,11,9.2
"18","District of Columbia",0,106,88.3
"19","District of Columbia",1,14,11.7
"20","Florida",0,117,97.5
"21","Florida",1,3,2.5
"22","Georgia",0,111,92.5
"23","Georgia",1,9,7.5
"24","Hawaii",0,120,100
"25","Idaho",0,110,91.7
"26","Idaho",1,10,8.3
"27","Illinois",0,109,90.8
"28","Illinois",1,11,9.2
"29","Indiana",0,101,84.2
"30","Indiana",1,18,15
"31","Indiana",2,1,0.8
"32","Iowa",0,103,85.8
"33","Iowa",1,15,12.5
"34","Iowa",2,2,1.7
"35","Kansas",0,104,86.7
"36","Kansas",1,16,13.3
"37","Kentucky",0,103,85.8
"38","Kentucky",1,16,13.3
"39","Kentucky",2,1,0.8
"40","Louisiana",0,114,95
"41","Louisiana",1,6,5
"42","Maine",0,110,91.7
"43","Maine",1,10,8.3
"44","Maryland",0,106,88.3
"45","Maryland",1,14,11.7
"46","Massachusetts",0,115,95.8
"47","Massachusetts",1,5,4.2
"48","Michigan",0,108,90
"49","Michigan",1,11,9.2
"50","Michigan",2,1,0.8
"51","Minnesota",0,101,84.2
"52","Minnesota",1,19,15.8
"53","Mississippi",0,109,90.8
"54","Mississippi",1,10,8.3
"55","Mississippi",2,1,0.8
"56","Missouri",0,106,88.3
"57","Missouri",1,14,11.7
"58","Montana",0,97,80.8
"59","Montana",1,23,19.2
"60","Nebraska",0,102,85
"61","Nebraska",1,17,14.2
"62","Nebraska",2,1,0.8
"63","Nevada",0,111,92.5
"64","Nevada",1,9,7.5
"65","New Hampshire",0,110,91.7
"66","New Hampshire",1,10,8.3
"67","New Jersey",0,109,90.8
"68","New Jersey",1,11,9.2
"69","New Mexico",0,118,98.3
"70","New Mexico",1,2,1.7
"71","New York",0,109,90.8
"72","New York",1,11,9.2
"73","North Carolina",0,110,91.7
"74","North Carolina",1,10,8.3
"75","North Dakota",0,91,75.8
"76","North Dakota",1,27,22.5
"77","North Dakota",2,2,1.7
"78","Ohio",0,102,85
"79","Ohio",1,17,14.2
"80","Ohio",2,1,0.8
"81","Oklahoma",0,106,88.3
"82","Oklahoma",1,14,11.7
"83","Oregon",0,117,97.5
"84","Oregon",1,3,2.5
"85","Pennsylvania",0,107,89.2
"86","Pennsylvania",1,13,10.8
"87","Rhode Island",0,110,91.7
"88","Rhode Island",1,10,8.3
"89","South Carolina",0,111,92.5
"90","South Carolina",1,9,7.5
"91","South Dakota",0,97,80.8
"92","South Dakota",1,20,16.7
"93","South Dakota",2,3,2.5
"94","Tennessee",0,111,92.5
"95","Tennessee",1,9,7.5
"96","Texas",0,116,96.7
"97","Texas",1,4,3.3
"98","Utah",0,108,90
"99","Utah",1,12,10
"100","Vermont",0,104,86.7
"101","Vermont",1,16,13.3
"102","Virginia",0,107,89.2
"103","Virginia",1,13,10.8
"104","Washington",0,117,97.5
"105","Washington",1,3,2.5
"106","West Virginia",0,104,86.7
"107","West Virginia",1,14,11.7
"108","West Virginia",2,2,1.7
"109","Wisconsin",0,105,87.5
"110","Wisconsin",1,15,12.5
"111","Wyoming",0,105,87.5
"112","Wyoming",1,15,12.5
